,labobs,robs,pinfobs,dy,dc,dinve,dw,ewma,epinfma,zcapf,rkf,kf,pkf,cf,invef,yf,labf,wf,rrf,mc,zcap,rk,k,pk,c,inve,y,lab,pinf,w,r,a,b,g,qs,ms,spinf,sw,kpf,kp,ea,eb,eg,eqs,em,epinf,ew
0,1.893552363161631,1.6539207994273981,0.8221937228084051,0.2415421270807221,0.8631383509259158,1.3223674530385772,-0.05409275591184237,-0.1603557415153553,0.1179766633857243,-0.303203030928169,-0.1703255454934751,-0.303203030928169,-1.464002803115452,-0.2712409153896133,0.4713234113430806,-0.7893548857025708,0.2536968473502068,-0.7272254237718508,3.498669669724466,0.1636628423269124,0.0011657978047782721,0.0006548916955944986,0.0011657978047781789,2.0802352231363406,0.3518112511796835,0.8110403532923443,-0.2697849726655102,0.5672405451584475,0.1857270220031345,-0.5654198556580747,0.2504980781744861,-0.614491849620849,0.273678456883273,-0.6443216427586043,0.2865430794563266,0.1322525284081915,0.1179766633857244,-0.1603557415153554,0.06888471670687853,0.07906266244745687,-0.6144918496208491,0.2736784568832729,-0.2829378859953288,0.2865430794563267,0.1322525284081915,0.1179766633857244,-0.1603557415153554
1,1.671548479208703,1.777105541630587,0.5958852783952784,0.1374306907486995,0.324519664246132,-0.3781967127684299,0.4066415823625552,-0.03028962183692202,-0.02267132685986257,-0.4390400436032565,-0.2466325441776984,-0.3701553268963788,-0.7831609790899471,-0.4127819685744991,0.01704593492538642,-1.0281629107868029,0.1044188450660831,-0.7212067161401613,1.518473364625985,0.061271329669592464,-0.2586395479979263,-0.1452918262857636,-0.1795768855504695,-0.6223589381201761,0.1650038156795831,-0.07848345922231803,-0.6436813816630432,0.3452366612055188,-0.0405814224099922,-0.6701053730417519,0.3736828203776756,-0.6251383837668893,0.1039590816961109,-0.6811278522146015,-0.02287044648945469,0.1758214561337601,-0.0047837124391271356,-0.03800016056960108,0.06296064561453077,0.06997159131210222,-0.02131714402689528,0.06588455332807851,-0.044482988136844585,-0.1982532705350532,0.1493798234171054,-0.02267132685986252,-0.03028962183692205
2,0.911674129309484,1.6403076850305192,0.11859302781636902,-0.2388096934522622,-0.9607602682339124,-1.29817487626769,0.5661045776825062,-0.049874301953248414,-0.1671917275469176,-0.2355637647326923,-0.1323289104458117,-0.1726031191181625,-0.5048320793986425,-0.4851445683496971,-0.4419076575023421,-0.5083105842575305,0.1342091007816439,-0.4391411303456192,-5.5020733603541085,-0.1938236303033822,-0.7042960064723652,-0.3956411686389146,-0.6343244151602629,-8.430302739952594,-1.307083552300562,-1.8879854352362408,-1.3938181748615381,-0.4146376886936995,-0.5178736729889015,-0.6153278951054781,0.2368849637776079,-0.3770329498779986,-0.4984759540962879,-0.07088634141177708,-0.05561883810835833,0.2085881398838458,-0.1529990353287944,-0.05890080473909071,0.03720493483905726,0.0006812304880581682,0.2372499476544672,-0.5129388864375111,0.4493462913408728,-0.04162065151765542,0.1734356447084994,-0.1671917275469179,-0.04987430195324822
3,1.125093218675824,1.783277663365022,0.3975640815608935,-0.01470056790681884,0.4607961037615096,-0.7517759569782351,-0.4575735420742972,-0.2733869363811763,0.2086576569919734,-0.4251587176935394,-0.2388346524465126,-0.3879537828544829,-0.9920831790972848,-0.6986106104051608,-1.4797103629802157,-1.044833487020985,0.26528889439454,-0.8920773296955364,1.934574353279587,-0.633744796505646,-1.143668115059141,-0.6424602516822839,-1.142986884571083,-1.048771216789563,-1.357614548285284,-3.151088491960708,-1.9198458425145892,-0.2012185993273598,-0.2389026192443771,-1.584228536926008,0.379854942112111,-0.7598410253495669,0.1212983364326237,-0.239944719079315,-0.1653259889412705,0.2410905707498201,0.1972964421749395,-0.2846471361720766,-0.03983890440050022,-0.1253429732047645,-0.3893552274360061,0.1906470059302596,0.057698307499830424,-0.1312836769926214,0.1993869371766624,0.2086576569919735,-0.2733869363811764
4,0.6310921625865751,1.287630902286754,0.9649600119000656,0.5266739961653399,-0.6861361015432684,3.0088886133205284,0.5570532313793545,0.3209978005148936,0.2606035710046677,-0.014872009999037431,-0.008354412579307163,-0.05471091439953885,-1.41693173255222,-0.7803979192768683,1.516413142701259,-0.10512760253111901,0.2976089109587632,-0.3606742379376109,-7.851460177668653,-1.0912262187556792,-1.350007077730781,-0.7583720097739469,-1.475350050935545,-8.521924806625428,-2.555077749574785,-0.6535269783864122,-1.9044989460954809,-0.6952196554166086,0.3284933110947951,-1.538502405292886,-0.1157918189661576,-0.2893539257843991,-0.6563027340333232,0.1086076156216871,0.9698591046196164,-0.3793740567227351,0.2810425650066837,0.296797228065819,0.1921450432222347,0.04419110978032453,0.4572925109665124,-0.6731779276605252,0.07209033007942384,1.071049260332558,-0.4275759958458934,0.2606035710046673,0.32099780051489396
5,1.0572116986840991,1.136620962574062,0.2328855768065595,1.753807310484731,1.234182791246282,4.839729363097176,0.6321656086944358,-0.2715980460878179,-0.2257264898205476,0.043179992080507885,0.0242565375517599,0.2353250353027424,-1.481612117351816,-0.7308213731161894,4.5540889422287485,0.432713025092307,0.2244854016399791,0.0350961712145218,0.09021425883694634,-1.289623521576585,-1.108340375994481,-0.6226147494496068,-1.0641492662141578,0.2236321492579041,-1.832222058074735,3.674875284964531,-0.6620187353569823,-0.269100119319085,-0.40358112399871104,-1.417663896344682,-0.2668017586788493,0.03290189771411084,0.0419781669328133,0.035662364877805365,1.039125003191375,-0.1441878561751494,-0.1660690232870352,-0.2799228555779251,0.5214257650652364,0.3515632339872252,0.3172312119248262,0.1332839180304483,-0.2561022948916371,0.4455087517807421,-0.06833849744584898,-0.2257264898205476,-0.271598046087818
6,3.0804162618247526,1.336428807292074,0.2961409127559011,3.8409975337907003,2.260448230297782,6.186023413203887,0.4325425190497527,-0.2500656850390252,-0.0048221089346852705,0.3713051553691302,0.2085821930578571,0.8927309204343667,-4.334620009508715,-1.048975742621634,7.703426641736576,1.8358488380843319,0.9758477300364794,0.1254653834557432,6.842938226674786,-1.3426499718392508,-0.06012935535686659,-0.03377791184994861,0.2914338786303567,5.3257356059266066,-0.08310092752318599,9.349571598422184,2.667651698687485,1.75410444382157,-0.3403257880493695,-1.496448477041162,-0.06699391396083762,0.1422907687430314,0.5621140108619481,0.985297165645487,1.430908545609456,-0.01316554258006713,0.01975193585903323,-0.2712983311062385,1.0100728957111558,0.8946180888075377,0.1099602102827507,0.5562739497700984,0.8860857912783532,0.7948971020880238,0.0156623549359473,-0.004822108934684992,-0.2500656850390255
7,2.7730433824248033,1.472058079797444,0.9870448497936192,1.97242867819955,1.0972066422247,2.4243802493402384,0.1653666385380611,-0.008949980461361577,0.5212515032643883,0.6176976595246817,0.3469941922629046,1.627770555235838,-1.7441997734624262,-0.7432945414673099,9.441825923218554,3.2918608911225467,0.4214874913654972,1.553277256133244,0.4811069445291953,-2.8724881178070243,-0.8261834967178772,-0.4641119659173732,0.06843459208965774,-0.8389693970373711,0.5027786149552818,11.26262474801619,4.128753277140803,1.44673156442162,0.3505781489883486,-1.842408938249333,0.06863535854453208,1.3090886568318378,0.06258598313979742,1.8730433814886218,0.829861260793468,0.0311997761217339,0.5447406702109612,-0.04181992982812631,1.421291132182942,1.363846633185603,1.1692687577738001,-0.0156161015122656,0.2310075582727755,-0.045946949811792766,0.033832001347274786,0.5212515032643884,-0.008949980461361577
8,2.5075546999021134,1.629987056688169,0.85544414383787,-0.6256240863055768,0.5944845538833157,2.0120701776799597,1.254325329006095,0.3205705216657469,-0.02266617995687411,-0.09776190568781427,-0.054918151259191535,1.323529226495128,-2.4545662891547617,-0.5699404737192205,11.202734264688358,2.114728445453358,0.3234361092599355,0.9451749659760008,-0.6900018594952206,-1.712929360577127,-0.8208811239796177,-0.4611333362965246,0.5429655092059821,-2.752016532653416,0.5859360690923652,12.763367825949919,2.9918020910889935,1.181242881898929,0.2189774430325995,-1.09941070898947,0.2265643354352573,0.7427255204162743,-0.055287624517160384,0.4019276291072369,0.9308799826442024,0.09651494049456534,0.07951697486219568,0.2878690902695232,1.892252786717165,1.8832860310047002,-0.543630899421495,-0.06399467372240261,-1.0926449969877758,0.4229514304692678,0.090277078496899,-0.022666179956874182,0.320570521665747
9,1.5804769507088232,1.423844693230622,1.529128253825903,-0.3190058037944598,0.5838964249398009,0.594368360088074,0.1328385015320449,0.1020556070759788,0.3927928513116959,-0.4817641153595487,-0.2706329666184512,1.410488671357616,-0.3329734680066849,-0.001849426276086863,12.051839216994331,1.9000979335419232,-0.3273644833756508,1.467220188114814,-3.086338661658213,-2.5203847000065966,-1.9894426447975349,-1.117577560705184,-0.1061566137928366,-2.7196103736461494,0.6585053942859338,12.846409086291759,2.1614691875483016,0.2541651327056393,0.8926615530206321,-1.477899307203657,0.02042197197771078,1.115425538619956,-0.2204270571108855,-0.2533163909812507,0.4757862953575435,-0.3130047584687047,0.4900684073118627,0.08536427333498259,2.2875665864702794,2.302673849919166,0.385597397203594,-0.2127353657295006,-0.8694054091194136,-0.0939722223265006,-0.3323012712760094,0.3927928513116958,0.1020556070759789
