,a,e,z,x,pihat,yhat,ghat,rhat,gobs,robs,piobs,r_annual,pi_annual,eps_a,eps_e,eps_z,eps_r
28,0.1776350710797756,0.0006522945353416276,0.01081246798385537,0.01306329424732365,-0.0018837150692933128,0.02338389187705866,0.005087170598737154,0.01040921006448387,0.005087170598737145,0.01040921006448387,-0.0018837150692933128,0.04163684025793548,-0.00753486027717325,0.05144206231152616,0.00022689869886952208,0.01081246798385535,0.00015996520032427331
29,0.1609957019862109,0.0004600280016012548,-0.008998984811457968,0.007502442554030797,-0.002115518022403232,0.01685629283942972,-0.015526583849086891,0.0103947137357654,-0.01552658384908691,0.0103947137357654,-0.002115518022403234,0.041578854943061586,-0.008462072089612934,0.00027148967322993683,-0.000186200194561701,-0.00899898481145799,0.005710986144544303
30,0.09071921514188963,0.00044416566610710594,-0.002459562499717804,0.009095755335310428,-0.0009780429665388927,0.01436654173505427,-0.004949313604093236,0.0046856856686947725,-0.004949313604093241,0.0046856856686947725,-0.0009780429665388927,0.01874274267477909,-0.003912171866155571,-0.05494969601523407,-1.158407507926149e-05,-0.002459562499717821,-0.004875426401446141
31,0.08944751827881504,0.0009282850050074217,0.01164547198281759,0.004261503949044319,-0.005502696052480343,0.009458404761043504,0.006737335008806826,0.00409529564233982,0.006737335008806823,0.00409529564233982,-0.005502696052480343,0.01638118256935928,-0.02201078420992137,0.007364772418433292,0.000488250079595109,0.01164547198281757,-0.0018358851491255019
32,0.1443797509062069,0.0008751482472497049,-0.007056561571628202,0.01870112311727942,-0.0014209045465118561,0.02708958664493007,0.01057462031225837,0.0064212046170103185,0.01057462031225837,0.0064212046170103185,-0.0014209045465118561,0.02568481846804128,-0.005683618186047425,0.06344763636753505,-4.450370721115116e-05,-0.007056561571628208,-0.004405484734900361
33,0.1440013660229531,0.0007179878771551068,0.003022100281047585,0.0101943334741608,-0.002866425557005905,0.018560812840094417,-0.005506673523788047,0.008027653581260372,-0.005506673523788052,0.008027653581260372,-0.0028664255570059038,0.03211061432504149,-0.01146570222802362,0.013366567403017041,-0.00014902149139518,0.003022100281047569,0.003209109043382384
34,0.1151664742651878,0.0007816475446562702,0.011181926522910241,0.001317500782465798,-0.005616607857160533,0.008008672937273264,0.000629786620089091,0.0069082354858472006,0.0006297866200890866,0.0069082354858472006,-0.005616607857160533,0.0276329419433888,-0.02246643142864213,-0.015125961712380181,7.033695475870149e-05,0.011181926522910229,0.0005846523711899429
35,0.08212905547449083,0.0009020275511700971,0.002207931898349866,0.002593865819553966,-0.005756513562581134,0.007365563942621922,0.001564822903698534,0.003830425061000614,0.0015648229036985312,0.003830425061000614,-0.005756513562581134,0.01532170024400245,-0.02302605425032454,-0.02207357044065112,0.0001276493286791265,0.0022079318983498552,-0.001901037557971584
36,0.1441762599505395,0.001172534968355526,0.006723355386434287,0.0054654360464836795,-0.007180942003578375,0.01384207674961005,0.01319986819342242,0.007608520063346146,0.01319986819342242,0.007608520063346146,-0.007180942003578375,0.030434080253384583,-0.0287237680143135,0.06986589055722019,0.0002788962734113068,0.00672335538643428,0.0004231162542452383
37,0.1844444870417906,0.0009680209616802572,9.464599369583814e-05,0.01514046501741345,-0.003380865521141843,0.02585668971454154,0.01210925895862734,0.00985701949500268,0.01210925895862733,0.00985701949500268,-0.003380865521141843,0.03942807798001072,-0.01352346208456737,0.05399380703854245,-0.0001936094314695676,9.464599369582513e-05,-0.0037439574193666608
38,0.1561699676294581,0.0009472250309463297,-0.0013560863778948689,0.01288079694332576,-0.003670747149446238,0.02195427206259733,-0.005258504029839061,0.008020986348076391,-0.005258504029839066,0.008020986348076391,-0.003670747149446238,0.032083945392305566,-0.01468298859778495,-0.01071540424595416,-1.1793335790306709e-05,-0.0013560863778948882,-0.00046503851756021797
39,0.1265785735507999,0.0006894770904138062,-0.01170783001415676,0.02065218626288939,0.000491638590138236,0.02800640138619091,-0.005655700690563164,0.005198274195643585,-0.005655700690563169,0.005198274195643585,0.0004916385901382377,0.02079309678257434,0.0019665543605529513,-0.014724013160333782,-0.0002489387477447268,-0.011707830014156779,-0.004188993765799166
40,0.1041500448476342,0.0008172118966533298,-0.01249521159333898,0.01932290382781945,-0.0005376346295907744,0.02537402143346704,-0.01512759154606284,0.003316716614799493,-0.01512759154606284,0.003316716614799493,-0.0005376346295907746,0.01326686645919797,-0.002150538518363099,-0.01037824850112959,0.00013414694318036898,-0.01249521159333899,0.0011208099260752288
41,0.08841635822312044,0.0006887340017962067,0.0113911438550204,0.016201106191271318,-0.00048267703271890656,0.02133809660403466,0.007355219025588031,0.0028578331205471037,0.007355219025588026,0.0028578331205471037,-0.00048267703271890656,0.01143133248218841,-0.0019307081308756263,-0.005818602355018999,-0.0001208778242182491,0.01139114385502039,-0.0058646102515724115
42,0.106074400571106,0.0009105885854385013,-0.001386592617097133,0.01852758443304523,-0.001388296123306518,0.024690507106226518,0.001965817885094744,0.003352985590107175,0.00196581788509474,0.003352985590107175,-0.001388296123306518,0.0134119423604287,-0.00555318449322607,0.02607527965082655,0.00022825980985899684,-0.001386592617097142,-0.002811058596892843
43,0.07951330342137153,0.000754896572972932,-0.01455676334293245,0.020137035466995832,0.00030256400062342233,0.02475675839577756,-0.0144905120533814,0.0014184298268051891,-0.01449051205338141,0.0014184298268051891,0.00030256400062342233,0.005673719307220755,0.0012102560024936891,-0.01646281421536516,-0.0001472235386209936,-0.014556763342932459,0.00035605010095490715
44,0.09571118338095147,0.0006844347760570263,0.0045725651732715505,0.01749225987629912,-0.00014003648302433192,0.023053079630732432,0.002868886408226432,0.003251689013794696,0.002868886408226428,0.003251689013794696,-0.00014003648302433178,0.01300675605517878,-0.0005601459320973269,0.0237675464452945,-6.34412587872595e-05,0.004572565173271543,-0.002141901509870839
45,0.06621406668939113,0.0007738181685237218,-0.012018195369390059,0.01982555601213465,0.00019823004853574119,0.02367259328678831,-0.011398681713334179,0.0003735859974874169,-0.011398681713334179,0.0003735859974874169,0.0001982300485357418,0.001494343989949668,0.0007929201941429672,-0.0203854120336938,9.574863588402384e-05,-0.01201819536939007,-0.001720007758997948
46,0.046360533164981066,0.00040323708919680264,-0.007334129866309644,0.023759206513920418,0.0038991221604921774,0.02645275349080585,-0.0045539696622921046,-0.0008429894507415352,-0.004553969662292107,-0.0008429894507415352,0.0038991221604921774,-0.00337195780296614,0.01559648864196871,-0.01354995437558003,-0.0003633845703596492,-0.00733412986630965,-0.00485037684661
47,0.02949453496669603,0.000744226889816112,0.007354654570830421,0.01471666718273624,-0.0007917877935156446,0.0164302996643013,-0.00266779925567412,-0.001685776736569116,-0.002667799255674122,-0.001685776736569116,-0.0007917877935156451,-0.006743106946276466,-0.00316715117406258,-0.012452475440978859,0.0003447399055488397,0.0073546545708304155,-0.001914370371632062
48,-0.011251619963420459,0.0007682599120458412,0.01111618270428077,0.003984551313661881,-0.003726196404192571,0.003330832193787164,-0.001983284766233359,-0.003369828507873434,-0.0019832847662333603,-0.003369828507873434,-0.003726196404192571,-0.01347931403149374,-0.014904785616770281,-0.037938275201287036,3.0954332305019285e-05,0.01111618270428077,-0.00011716826129473559
49,-0.03918063282577243,0.0005317983701436081,0.01227110911442948,-0.00360328647902366,-0.004167448925904793,-0.0058796812462010425,0.003060595674441276,-0.003863705805250182,0.003060595674441276,-0.003863705805250182,-0.004167448925904793,-0.015454823221000731,-0.016669795703619168,-0.0290001670828696,-0.0002293167247202056,0.01227110911442949,0.0005012461539298214
50,-0.0305406440115516,0.0004167841745614654,-0.009457640499863949,0.004693493611481092,-0.0010883518483807868,0.00291908219440993,-0.0006588770592529822,-0.004116875879649165,-0.0006588770592529801,-0.004116875879649165,-0.0010883518483807881,-0.01646750351859666,-0.0043534073935231525,0.004909992569207304,-0.0001100684707398059,-0.009457640499863942,-0.00034780177768975186
51,-0.002896803621173206,0.000276175749613275,0.008924147021790394,0.002426977086773273,-0.00106055495848962,0.0022586727963831,0.00826373762376356,-0.001267087787531416,0.00826373762376356,-0.001267087787531416,-0.0010605549584896188,-0.0050683511501256615,-0.004242219833958478,0.02473637108047869,-0.0001367323321247678,0.008924147021790398,-0.0004140634700928235
52,0.019716772645215718,-3.403090474635639e-05,-0.0012678639240059429,0.002287527485502425,0.0007226277768648719,0.0034330719761894576,-9.346474419958576e-05,0.001296252660170897,-9.34647441995862e-05,0.001296252660170897,0.0007226277768648719,0.005185010640683586,0.002890511107459488,0.02233780056165324,-0.00030763821988822796,-0.001267863924005942,0.0019426275417672898
53,0.02568666542822888,-4.904943098009551e-05,-0.006166776935435477,0.006483008728431002,0.001987363613569321,0.007975403989811107,-0.001624444921813826,0.001187009339223722,-0.001624444921813827,0.001187009339223722,0.001987363613569321,0.004748037356894886,0.007949454454277284,0.007846929538837692,-1.533501364788084e-05,-0.00616677693543548,-0.001306567548597292
54,0.02755293773415129,9.442693755110876e-05,-0.006083273795689234,0.00844857641863777,0.0016132094318848699,0.01004940210099197,-0.004009275684508371,0.0006900070237551147,-0.0040092756845083715,0.0006900070237551147,0.0016132094318848699,0.002760028095020459,0.0064528377275394795,0.004311642854689789,0.0001430202088230888,-0.006083273795689239,-0.000930390450412676
55,0.06269200006127074,0.0001644380683731386,-0.01276892878454439,0.01855230121791682,0.0038023879052498256,0.02219470642147665,-0.0006236244640597044,0.0017931867348757468,-0.0006236244640597049,0.0017931867348757468,0.0038023879052498256,0.007172746939502987,0.01520955162099931,0.03776210199941064,7.088930134125432e-05,-0.0127689287845444,-0.003188418786724755
56,0.03052189444935321,0.0001529749168155571,0.0077771176291982465,0.006048006587076754,0.0005141573384069511,0.0078213286545842,-0.006596260137694199,0.0011298569828367881,-0.006596260137694204,0.0011298569828367881,0.0005141573384069504,0.0045194279313471525,0.002056629353627801,-0.02620182720608457,-9.93387752171205e-06,0.0077771176291982404,0.0007496757459573112
57,-0.0022655399599014713,0.0001710603000030729,-0.006951339516406143,0.005710400375364025,0.0005665107642094947,0.00557877250369376,-0.00919389566729658,-0.001438418306190724,-0.009193895667296585,-0.001438418306190724,0.0005665107642094946,-0.005753673224762897,0.002266043056837978,-0.02988175005767627,1.950804991390026e-05,-0.006951339516406147,-9.100588830667168e-05
58,-0.01724453220602144,0.00045275442165303045,0.007787688542744723,-0.0057756944359881966,-0.004464324130851088,-0.0067776017571580405,-0.0045686857181070776,-0.0016281291933616,-0.004568685718107078,-0.0016281291933616,-0.004464324130851088,-0.006512516773446399,-0.01785729652340435,-0.01519467165030258,0.00028328498243998664,0.007787688542744723,0.0043006962258990075
59,-0.01474203043847648,0.000627557713528126,-0.009561092422375149,0.00396556989696688,-0.002792489901591185,0.003109057928491391,0.0003255672632742797,-0.003292514740448919,0.0003255672632742814,-0.003292514740448919,-0.002792489901591185,-0.01317005896179568,-0.01116995960636474,0.000860822301531717,0.0001790139079964689,-0.009561092422375144,-0.0013696388483470981
60,0.03835300533726654,0.0007414441197634241,0.01536697538787315,0.002588028970749671,-0.004361844690725824,0.004816338580844853,0.01707425604022661,0.0007938325353478112,0.01707425604022661,0.0007938325353478112,-0.004361844690725823,0.0031753301413912447,-0.017447378762903292,0.05169159447800007,0.0001197226929711097,0.01536697538787315,-0.001416828950460392
61,0.07873317878152912,0.000861842870561347,0.006876599404135047,0.014939227377001691,-0.0018900687822750192,0.01951362506420855,0.021573885887498742,0.001854071153765273,0.02157388588749875,0.001854071153765273,-0.001890068782275018,0.007416284615061091,-0.00756027512910007,0.04403137955237036,0.00012729418111172118,0.006876599404135046,-0.009223267809960602
62,0.08240026843359648,0.001218960564301477,0.0007831949833376219,0.01917921455287263,-0.0030024964455206467,0.02396667014886461,0.005236240067993692,0.0006358830701067778,0.005236240067993689,0.0006358830701067778,-0.0030024964455206467,0.002543532280427111,-0.01200998578208259,0.0111624882720689,0.000365132832436349,0.0007831949833376152,-0.005303216111790858
63,0.04254038958294735,0.001140283240303601,-0.005283882873053019,0.01890444586987597,-0.002247928523180622,0.02137604250464524,-0.00787451051727238,-0.002256852753607328,-0.007874510517272386,-0.002256852753607328,-0.002247928523180623,-0.009027411014429313,-0.00899171409272249,-0.03201537329577075,-6.734099074987353e-05,-0.005283882873053026,-0.002032175838690109
64,0.050771397746868466,0.001351899640454643,-0.013794348332318,0.0259687184657447,-0.001637042188837023,0.02891853667483778,-0.006251854162125462,-0.003170492623814271,-0.0062518541621254635,-0.003170492623814271,-0.001637042188837024,-0.01268197049525708,-0.006548168755348095,0.01228085325221768,0.00022222103428586518,-0.013794348332318,-0.002100251146035043
65,0.07882111858171717,0.001103492609401573,-0.0003585419422994015,0.0262350964486974,-0.000180571856032854,0.030814603438295188,0.001537524821158012,-0.00039308336374399046,0.001537524821158009,-0.00039308336374399046,-0.0001805718560328549,-0.0015723334549759618,-0.0007222874241314195,0.03288315790035057,-0.00023583436439684238,-0.0003585419422994045,-0.002100926442180541
66,0.04489645795073412,0.0009573993575466357,-0.0001123973352298143,0.01669021120034883,-0.0017251707842928009,0.019298695407286508,-0.011628305366238479,-0.001294412444169486,-0.011628305366238491,-0.001294412444169486,-0.0017251707842928009,-0.005177649776677944,-0.0069006831371712036,-0.0264208901420036,-0.000135830770587504,-0.0001123973352298219,0.0016098699372748349
67,0.04807378632854652,0.0012642640977976632,-0.001110706798837742,0.014926974276860959,-0.004248525412627108,0.017720061262549533,-0.002689340943574722,-0.0015467751370368769,-0.002689340943574725,-0.0015467751370368769,-0.004248525412627108,-0.006187100548147509,-0.016994101650508433,0.00745147117472227,0.00031576855427621067,-0.001110706798837745,-1.382530008296634e-05
68,0.057141803838947625,0.0009882919741077947,0.0003822878205147955,0.01975164072846463,-0.0011375552988119278,0.0230715795315075,0.005733806089472769,-0.0008587548910090416,0.005733806089472767,-0.0008587548910090416,-0.0011375552988119278,-0.003435019564036166,-0.0045502211952477105,0.013644641968878721,-0.00026421446758035066,0.0003822878205147935,-0.004409709463370741
69,0.02588783281875094,0.0009869727272145928,0.00190998062740088,0.01493339792879208,-0.0022708909003556826,0.016437481015561542,-0.004724117888545081,-0.002601854380827666,-0.0047241178885450855,-0.002601854380827666,-0.0022708909003556826,-0.010407417523310659,-0.009083563601422734,-0.02581407129472889,7.871868466000134e-06,0.0019099806274008762,-0.00146440640129948
70,-0.009197537264599796,0.0009409707666481867,0.02321856752398321,0.004736550760811172,-0.004642922905172673,0.004202173845737936,0.01098326035415961,-0.0037466527946645217,0.01098326035415961,-0.0037466527946645217,-0.0046429229051726745,-0.01498661117865809,-0.01857169162069069,-0.03262084839900566,-3.682311420330982e-05,0.02321856752398321,-0.00448264101478247
71,0.01037920890959466,0.001134836474558446,-0.003701239701355424,0.010466305443642191,-0.004396496218593054,0.01106933748128964,0.0031659239341962713,-0.00353044019663964,0.0031659239341962717,-0.00353044019663964,-0.004396496218593054,-0.01412176078655856,-0.01758598487437222,0.01870114062660455,0.00020261673604008782,-0.00370123970135542,-0.001068934762187177
72,0.004226043668417655,0.001122531039282376,0.007243023757833341,0.004763446136291028,-0.0059198121798331865,0.0050089792734261005,0.001182665549969806,-0.003146946334401092,0.001182665549969805,-0.003146946334401092,-0.0059198121798331865,-0.01258778533760437,-0.02367924871933275,-0.0051650645529835925,-1.7514560626760449e-06,0.007243023757833342,0.001415883702231485
73,0.01739793375835224,0.0013578942399747052,0.01172466330027659,0.0007568735696371334,-0.008712115946544119,0.0017676935209974,0.008483377547847884,-0.002109093099400781,0.008483377547847884,-0.002109093099400781,-0.008712115946544119,-0.008436372397603125,-0.03484846378617647,0.01357420944716795,0.00024580273935765533,0.01172466330027659,0.0009213528625685293
74,0.008327606294403423,0.001422237299227341,-0.004862292028653631,0.006268070526952905,-0.007457114753516011,0.006751904452657751,0.0001219189030067167,-0.0037880091692018116,0.00012191890300671622,-0.0037880091692018116,-0.0074571147535160125,-0.01515203667680725,-0.02982845901406405,-0.007414044170153688,7.697147568440009e-05,-0.00486229202865363,0.00011898574315959422
75,-0.0226102147052852,0.001354137406675144,0.00010698065334451329,0.006889241128301232,-0.006584017524824832,0.005575587653924166,-0.001069336145389075,-0.00613811805165235,-0.001069336145389075,-0.00613811805165235,-0.006584017524824832,-0.0245524722066094,-0.026336070099299332,-0.030145032880461418,-5.487308566938169e-05,0.00010698065334451619,-0.0005207510764001983
76,-0.07289525467370933,0.001524451321097414,-0.00012069588976654942,0.004189564511777833,-0.008059072540812612,-4.564978476468556e-05,-0.005741933328455406,-0.01011028636339837,-0.005741933328455405,-0.01011028636339837,-0.008059072540812609,-0.04044114545359349,-0.032236290163250435,-0.052437532408367266,0.0001829073923043499,-0.00012069588976654341,0.0007243207603524301
77,-0.1059828543104689,0.0018555770561008102,-0.002005906245046844,0.006944917701129977,-0.009133992132681994,0.0007873138656917119,-0.001172942594590456,-0.01393078716720245,-0.0011729425945904539,-0.01393078716720245,-0.009133992132681993,-0.055723148668809785,-0.03653596853072797,-0.040027227881696666,0.0003453031322896058,-0.002005906245046831,-0.0009735035656182664
78,-0.1031885024206771,0.001574308390737683,-0.010257214437574559,0.013587088797596441,-0.00541073084978866,0.0075918368069550655,-0.003452691496311228,-0.0139883248184532,-0.003452691496311223,-0.0139883248184532,-0.00541073084978866,-0.05595329927381278,-0.02164292339915464,-0.00729521584056487,-0.000264011798741385,-0.010257214437574541,0.001154212240694375
79,-0.08929180902592067,0.00147043268647912,-0.008812134961347749,0.0202151342287039,-0.002930293914116915,0.015027280124297882,-0.0013766916440049529,-0.01361194245945171,-0.001376691644004949,-0.01361194245945171,-0.002930293914116915,-0.05444776983780684,-0.01172117565646766,0.004073147964308036,-8.923463622469866e-05,-0.008812134961347733,-0.00128917932420255
80,-0.1474639940446242,0.001618256698614274,0.002898820599345248,0.01374209568511797,-0.005289275070875729,0.005174437631125278,-0.0069540218938273606,-0.01759425801374188,-0.006954021893827357,-0.01759425801374188,-0.005289275070875732,-0.07037703205496754,-0.02115710028350293,-0.06667276523797118,0.00016149903611941492,0.002898820599345262,-0.001456631768252467
