,y    ,c    ,k    ,l    ,z    ,g    ,r    ,w    ,i    ,log_y,log_k,log_c,log_l,log_w,log_i,eps_z,eps_g
0,0.0587922316265993,0.20438942985502118,10.09307514427859,0.263315665177792,-0.8083921080630377,0.7943911169262711,0.007135423080122397,0.5484196505426111,-0.5280361320484772,-0.8990173993067004,2.314572876394776,-1.202184869420158,-1.3107363664070901,0.01124140050326461,-4.361211450182424,-0.8083921080630375,0.7943911169262712
1,-0.21622859839083985,0.03752761503607771,9.112325529228114,0.26975871443794275,-1.0606956722099308,1.3104567951526662,-0.01710487937686614,-0.051411190116989136,-0.7461843273651307,-1.1619986460551288,2.2243983233164966,-1.494306999299074,-1.2912119747096633,-0.2712642379425907,-5.19560474870684,-0.27655532738878397,0.5248039805125838
2,0.4247976129347192,0.09524610518535503,8.617635089369863,0.38294361624014667,-0.647773703528794,1.858625735230092,0.07213963122231085,0.5218234184403361,-0.27970796085782895,-0.5490346307762588,2.1789142480318793,-1.3932602241929943,-0.948227423793894,-0.0012847735794900839,-3.4113830017942344,0.381101098514839,0.5625839648241044
3,-0.10937004858983257,-0.0466123815429903,7.759290092687932,0.3249194189393868,-1.0257406658853796,1.7939908155349191,0.01308240786702082,-0.18936538012488802,-0.6582414824296094,-1.059818041587402,2.099994128895471,-1.641609454539371,-1.1240583247052875,-0.3362372834792393,-4.8592328600425425,-0.3974001734624492,-0.04419003660764279
4,0.07662288219342406,-0.010883697753686583,7.089105053014595,0.3504124974741179,-0.8736049804796865,1.705743711955457,0.04567255292210115,0.024231642612541737,-0.4891691127876528,-0.8819673208959056,2.0383742867819645,-1.5790598579307837,-1.0468065715697388,-0.2356383159232922,-4.212549297109019,0.12136346542913191,-0.06851320460857924
5,-0.10900979777489961,-0.17214495543988373,6.271305641754154,0.37358622937798014,-1.0778263712618348,2.3652738861172056,0.03096389465624526,-0.5017610327190933,-0.6541063315950295,-1.0594735614676698,1.963182112055192,-1.8613771880722547,-0.976583141558035,-0.4833679865067597,-4.843416354479649,-0.23042954019653872,0.6782933549932576
6,-0.1898887658267816,-0.19564227072961426,5.4465951532963555,0.3655819711822188,-1.114100214459951,2.2209716581138226,0.03069149795838025,-0.6144696578876485,-0.6807328219486612,-1.1368118919958028,1.887354501649427,-1.90251353671092,-1.0008384694239782,-0.5364509891689495,-4.945259805818067,-0.06860863433597116,-0.11828421525609502
7,0.041747326125385786,0.0568725319492972,4.9407433330685615,0.3168122657399453,-0.7685640604871282,0.7076620147955293,0.06842869519892766,0.16961090907455945,-0.3790795489451069,-0.9153161302033167,1.840844198598706,-1.4604401835920044,-1.148625455612686,-0.16716824118775597,-3.7914685993092534,0.31211314753902436,-1.4888789550790427
8,0.6579230863452135,0.21237875274082263,4.92162809590918,0.3868919795113098,-0.30629727366785875,0.6236494613744537,0.14911518592265388,0.9697346138148932,0.09949560261801976,-0.326114688158015,1.839086657284001,-1.1881980982692921,-0.936262686608551,0.20967043185341083,-1.960970305592243,0.43920986500465564,-0.0762282712583251
9,1.2321520063802804,0.4742248054197342,5.382794438437664,0.40694165805123056,0.20266670000300363,-0.1804817892890046,0.21903056604488985,2.0065917158553956,0.5832631225475284,0.22297621997519745,1.881488375514714,-0.7297886851153685,-0.8755060849724277,0.6980047383504996,-0.110611763377231,0.49977505546082657,-0.7972711065883397
10,0.934663911409238,0.5264981614769281,5.656255374722752,0.3238126935518637,0.07298615897708932,-0.9856225160607591,0.17754364117799037,1.9374607131854529,0.40510147393535945,-0.061488742563599305,1.9066316101746703,-0.6382746132834418,-1.1274120380008121,0.6654457288400875,-0.7920608372064799,-0.12360054002582421,-0.8071260264539335
11,1.4321020367369477,0.647577697989246,6.275410402356632,0.38211453177181254,0.4219802757678184,-0.885913078483351,0.23472484154914058,2.572291053979244,0.7602089705896278,0.41417304047511433,1.9635595223005204,-0.4263027362598747,-0.950739800970664,0.9644352748486529,0.5661870045141855,0.35118370156004164,0.08886758990074037
12,1.3533111377080158,0.5140419738157662,6.740654106986789,0.41714496157787423,0.2567300061028057,0.02919409170780829,0.21793677909128734,2.186932403466378,0.61991682347225,0.33883136959969695,2.0063361316345434,-0.6600814483205554,-0.8445869833765377,0.7829407863791092,0.029584685982856573,-0.1525908613919782,0.905362126327843
13,2.049546239168321,0.85882949496105,7.769142043469897,0.4308846464082128,0.8804740278303377,-1.038732291237657,0.2970072435846184,3.512098148879053,1.1989717651030003,1.0045873961539016,2.100899961786027,-0.056467822627221054,-0.8029515747997543,1.4070614043565304,2.2444073301620278,0.631445921910616,-1.0676052479366795
14,2.549997804191039,1.2948440787053854,9.247666989311588,0.3679197921729503,1.4556490016605022,-2.9813020745608645,0.3457430998076322,4.933288576469781,1.6774290286918354,1.4831306995776137,2.236842228966524,0.7068554637691845,-0.9937541633914587,2.0764072963719467,4.074454715103091,0.6015891946650744,-1.953995838526821
15,2.910859528445731,1.144046108518166,10.776822626166203,0.5025837799291316,1.4824436363612605,-0.9868797961325224,0.37228550979774144,4.799505814896515,1.7640171082810965,1.8281949848620007,2.3774397107543703,0.4428560323815619,-0.5856814732212123,2.013398891486087,4.4056447725615335,0.07046410475057312,1.9616279556081746
16,1.3685274540869936,0.6129016912381858,11.001573739963545,0.3820957855682391,0.2058601840714258,0.26669105948837546,0.1672525872205345,2.4433360011023555,0.48565564669043876,0.3533815614961013,2.3981043441424528,-0.48700942915307344,-0.9507966076481595,0.9037006025471357,-0.4839498220433618,-1.232110143198997,1.2427151778634409
17,2.5556928392406726,0.8299160017552715,12.044817237243569,0.5490863394149055,0.995194289202954,0.9213717635007588,0.3087121931161372,3.7792077432738,1.3162744933343173,1.488576423152565,2.4940248672559955,-0.10708618145710913,-0.44476462629462477,1.5328634828500642,2.693077603105467,0.7955099106536707,0.6576143056667552
