DATE,pi,rm,g,y,i,w,rk,k,z,u,l,c,pi_1,rm_1,g_1,y_1,i_1,w_1,rk_1,k_1,z_1,u_1,l_1,c_1,pi_2,rm_2,g_2,y_2,i_2,w_2,rk_2,k_2,z_2,u_2,l_2,c_2
1985-01-01,-0.0015004373300802083,-0.1903668166044735,0.005485456738810715,0.001919264039261923,-0.037559052398448166,-0.007239939747732893,-0.0035096384069830755,0.0015884284936727236,-0.00011135659841740521,-0.013534925419723488,0.0023635044082986794,0.0012368555188465005,0.0003994230853668258,0.10136698156247395,0.01544924792116851,0.0004570726420828542,-0.022830510748642417,0.008649226124639432,-0.009618562495125084,0.0016639970230872062,-0.0007124965797379583,0.009158667379544926,-0.002884733629777601,0.002034166242901812,0.00041604120580303707,0.11052336470309979,0.0027400227741927,0.0018845176469634217,0.011662801844686023,0.0023105128077836714,-0.0012969800589375236,0.0015916049712319316,-0.00045646360933498877,-0.04819186661246081,0.0056271915116529085,0.0015779876002497953
1985-04-01,-0.00022556564856960877,-0.057110102708171157,0.016595632508904706,0.0010329296073988891,0.007166856924597709,0.027369234372316708,0.002599285681158932,0.0013400677110093975,0.0004093950789171581,3.596459806051028e-05,0.0027387841210334456,0.006262362281619414,-0.0015004373300802083,-0.1903668166044735,0.005485456738810715,0.001919264039261923,-0.037559052398448166,-0.007239939747732893,-0.0035096384069830755,0.0015884284936727236,-0.00011135659841740521,-0.013534925419723488,0.0023635044082986794,0.0012368555188465005,0.0003994230853668258,0.10136698156247395,0.01544924792116851,0.0004570726420828542,-0.022830510748642417,0.008649226124639432,-0.009618562495125084,0.0016639970230872062,-0.0007124965797379583,0.009158667379544926,-0.002884733629777601,0.002034166242901812
1985-07-01,-0.00022219852890284616,-0.04622399555439713,0.01716368052097759,0.007415322263415367,-0.016584798471390293,-0.010224141492052462,-0.00026295360678936703,0.0013562723480833663,0.0010298797212219552,0.018360397369103075,-0.003286019533716443,0.0015168781736574746,-0.00022556564856960877,-0.057110102708171157,0.016595632508904706,0.0010329296073988891,0.007166856924597709,0.027369234372316708,0.002599285681158932,0.0013400677110093975,0.0004093950789171581,3.596459806051028e-05,0.0027387841210334456,0.006262362281619414,-0.0015004373300802083,-0.1903668166044735,0.005485456738810715,0.001919264039261923,-0.037559052398448166,-0.007239939747732893,-0.0035096384069830755,0.0015884284936727236,-0.00011135659841740521,-0.013534925419723488,0.0023635044082986794,0.0012368555188465005
1985-10-01,0.0016258370820721995,0.02098622655069918,-0.0012769896806819245,-0.0003478504123309655,0.026460290888731898,-0.000891918841945549,0.0038575303688795654,0.00134232233669377,0.0008199309138547668,-0.027694815706026867,0.002019672346944658,0.0017498823031872315,-0.00022219852890284616,-0.04622399555439713,0.01716368052097759,0.007415322263415367,-0.016584798471390293,-0.010224141492052462,-0.00026295360678936703,0.0013562723480833663,0.0010298797212219552,0.018360397369103075,-0.003286019533716443,0.0015168781736574746,-0.00022556564856960877,-0.057110102708171157,0.016595632508904706,0.0010329296073988891,0.007166856924597709,0.027369234372316708,0.002599285681158932,0.0013400677110093975,0.0004093950789171581,3.596459806051028e-05,0.0027387841210334456,0.006262362281619414
1986-01-01,0.0003378286408791119,0.05687541570918811,0.002475746547722072,0.0015322029116488145,-0.01007499044750395,0.002228208494298234,0.0006038844352442517,0.0012124347913664915,-0.00032980682285588194,-0.023957206787337294,0.0020134861259123353,0.0025763042441152,0.0016258370820721995,0.02098622655069918,-0.0012769896806819245,-0.0003478504123309655,0.026460290888731898,-0.000891918841945549,0.0038575303688795654,0.00134232233669377,0.0008199309138547668,-0.027694815706026867,0.002019672346944658,0.0017498823031872315,-0.00022219852890284616,-0.04622399555439713,0.01716368052097759,0.007415322263415367,-0.016584798471390293,-0.010224141492052462,-0.00026295360678936703,0.0013562723480833663,0.0010298797212219552,0.018360397369103075,-0.003286019533716443,0.0015168781736574746
1986-04-01,-0.0069495968296173615,-0.02788853894213669,0.015230809171678164,-0.0032736496004522686,-0.027394135032116317,0.020680267075970992,-0.0026497614983910615,0.0009206284728764739,-0.0014967554201583682,0.04251383993409249,0.0031717633052782317,-0.0037694383323291798,0.0003378286408791119,0.05687541570918811,0.002475746547722072,0.0015322029116488145,-0.01007499044750395,0.002228208494298234,0.0006038844352442517,0.0012124347913664915,-0.00032980682285588194,-0.023957206787337294,0.0020134861259123353,0.0025763042441152,0.0016258370820721995,0.02098622655069918,-0.0012769896806819245,-0.0003478504123309655,0.026460290888731898,-0.000891918841945549,0.0038575303688795654,0.00134232233669377,0.0008199309138547668,-0.027694815706026867,0.002019672346944658,0.0017498823031872315
1986-07-01,0.0025667160992445086,-0.09386461349493022,0.016130640368190213,0.0017536479180661124,-0.03702561570696441,-0.0008942877815216074,0.0038906814903112673,0.0008818480889980844,-0.002605861951863241,-3.879534977516835e-05,0.0033438186045625555,-0.0035126764731873723,-0.0069495968296173615,-0.02788853894213669,0.015230809171678164,-0.0032736496004522686,-0.027394135032116317,0.020680267075970992,-0.0026497614983910615,0.0009206284728764739,-0.0014967554201583682,0.04251383993409249,0.0031717633052782317,-0.0037694383323291798,0.0003378286408791119,0.05687541570918811,0.002475746547722072,0.0015322029116488145,-0.01007499044750395,0.002228208494298234,0.0006038844352442517,0.0012124347913664915,-0.00032980682285588194,-0.023957206787337294,0.0020134861259123353,0.0025763042441152
1986-10-01,0.00038194939223430366,-0.08912156197937512,-0.009574533327701548,-0.002422824278781912,-0.006734729865662836,0.008210479211397127,0.0035739480990766475,0.0008629363465859978,-0.002691522057130329,-0.01902206311219893,0.00047782727281885546,-0.0003645545800665137,0.0025667160992445086,-0.09386461349493022,0.016130640368190213,0.0017536479180661124,-0.03702561570696441,-0.0008942877815216074,0.0038906814903112673,0.0008818480889980844,-0.002605861951863241,-3.879534977516835e-05,0.0033438186045625555,-0.0035126764731873723,-0.0069495968296173615,-0.02788853894213669,0.015230809171678164,-0.0032736496004522686,-0.027394135032116317,0.020680267075970992,-0.0026497614983910615,0.0009206284728764739,-0.0014967554201583682,0.04251383993409249,0.0031717633052782317,-0.0037694383323291798
1987-01-01,0.003369236251449827,0.050993942978900725,0.00041656730587045566,-0.0003596444441017276,0.01690149539872008,-0.009999928260093926,-0.0008135216555536587,0.0007863514797039965,-0.0016471928287802578,-0.03442748330558624,-0.0003539893315135472,0.0007093074271802815,0.00038194939223430366,-0.08912156197937512,-0.009574533327701548,-0.002422824278781912,-0.006734729865662836,0.008210479211397127,0.0035739480990766475,0.0008629363465859978,-0.002691522057130329,-0.01902206311219893,0.00047782727281885546,-0.0003645545800665137,0.0025667160992445086,-0.09386461349493022,0.016130640368190213,0.0017536479180661124,-0.03702561570696441,-0.0008942877815216074,0.0038906814903112673,0.0008818480889980844,-0.002605861951863241,-3.879534977516835e-05,0.0033438186045625555,-0.0035126764731873723
1987-04-01,-1.5264069791670457e-05,-0.016490487230615827,0.0022879694936215147,0.0029411944773011433,-0.00924058685190323,-0.0008942877815216074,-0.005200991410183964,0.0005539299719752659,-0.0006565853588705866,-0.025732939233438036,0.0013406514451542635,0.004231533110367334,0.003369236251449827,0.050993942978900725,0.00041656730587045566,-0.0003596444441017276,0.01690149539872008,-0.009999928260093926,-0.0008135216555536587,0.0007863514797039965,-0.0016471928287802578,-0.03442748330558624,-0.0003539893315135472,0.0007093074271802815,0.00038194939223430366,-0.08912156197937512,-0.009574533327701548,-0.002422824278781912,-0.006734729865662836,0.008210479211397127,0.0035739480990766475,0.0008629363465859978,-0.002691522057130329,-0.01902206311219893,0.00047782727281885546,-0.0003645545800665137
