,exo_states,endo_states,controls,valid,mean_pval,max_pval,min_pval,loglik,bic,aic,mse
485,"['l', 'z']",['k'],"['y', 'c', 'g', 'r', 'w', 'i']",True,0.9696706485238453,1.0,0.005891384543440252,223248.771803767,-445889.6611429836,-446321.543607534,3.3374859190559685e-25
520,"['z', 'g']",['k'],"['y', 'c', 'l', 'r', 'w', 'i']",True,0.9835021866595437,1.0,0.16044240084244182,221627.14082275092,-442646.3991809514,-443078.28164550185,2.9549380708247496e-26
